"","movie_name","rating","types","year","duration","audience_rating","expert_rating"
"3616","BIRTH","R","Drama, Mystery & Suspense","2004","1h40m","38","43"
"3617","THE BIRTH OF A NATION","G","Classics, Drama","1915","3h10m","93","56"
"3618","BIRTH OF THE DRAGON","PG-13","Action & Adventure, Drama","2017","1h31m","23","68"
"3619","BIRTH OF THE LIVING DEAD","NR","Documentary, Special Interest","2013","1h16m","96","72"
"3620","BIRTHDAY GIRL","R","Comedy, Drama, Mystery & Suspense","2002","1h33m","58","39"
"3621","BIT","NR","Comedy, Horror, Science Fiction & Fantasy",NA,"1h30m","90","36"
"3622","BITCH","NR","Comedy","2017","1h36m","67","30"
"3623","BITE","NR","Art House & International, Horror","2016","1h28m","58","18"
"3624","BITE THE BULLET","PG","Action & Adventure, Drama, Western","1975","2h11m","73","53"
"3625","BITTER MOON","R","Art House & International, Comedy, Drama","1992","2h19m","65","81"
"3626","BITTER FEAST","NR","Comedy, Horror","2010","1h35m","57","31"
"3627","BITTER HARVEST","R","Drama, Romance","2017","1h43m","15","67"
"3628","DIE BITTEREN TRÄNEN DER PETRA VON KANT (THE BITTER TEARS OF PETRA VON KANT)","R","Drama, Musical & Performing Arts","1972","2h4m","88","85"
"3629","BITTER VICTORY","NR","Action & Adventure, Art House & International, Classics, Drama","1957","1h42m","75","69"
"3630","BIUTIFUL","R","Art House & International, Drama","2010","2h27m","66","74"
"3631","BLACK","G","Drama","2005","2h4m","67","90"
"3632","BLACK AND WHITE","R","Drama, Musical & Performing Arts","2002","1h38m","39","30"
"3633","BLACK '47","R","Drama, Mystery & Suspense","2018","1h40m","78","76"
"3634","THE BLACK BALLOON","PG-13","Drama","2008","1h37m","85","84"
"3635","BLACK BOOK","R","Drama, Mystery & Suspense","2007","2h24m","75","87"
"3636","BLACK BUTTERFLIES","NR","Drama","2012","1h40m","69","62"
"3637","BLACK BUTTERFLY","R","Drama, Mystery & Suspense","2017","1h33m","40","41"
"3638","BLACK CAESAR","R","Action & Adventure, Drama","1973","1h36m","62","64"
"3639","THE BLACK CAULDRON","PG","Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy","1985","1h20m","53","48"
"3640","BLACK CHRISTMAS","R","Horror, Mystery & Suspense","2006","1h30m","14","37"
"3641","BLACK CHRISTMAS","PG-13","Horror, Mystery & Suspense","2019","1h32m","39","31"
"3642","BLACK COFFEE","PG","Comedy, Romance","2014","1h25m","40","56"
"3643","BLACK COP","NR","Drama, Mystery & Suspense",NA,"1h31m","82","61"
"3644","THE BLACK DAHLIA","R","Drama, Mystery & Suspense","2006","2h1m","32","27"
"3645","BLACK DEATH","R","Art House & International, Drama, Horror, Mystery & Suspense","2011","1h42m","71","49"
"3646","BLACK DOG","PG-13","Action & Adventure","1998","1h28m","10","60"
"3647","BLACK DYNAMITE","R","Action & Adventure, Comedy","2009","1h30m","83","85"
"3648","BLACK FRIDAY","NR","Action & Adventure, Art House & International, Drama","2005","2h51m","89","92"
"3649","BLACK HAWK DOWN","R","Action & Adventure, Drama","2001","2h24m","76","88"
"3650","BLACK KNIGHT","PG-13","Action & Adventure, Comedy, Science Fiction & Fantasy","2001","1h35m","14","34"
"3651","BLACK MAGIC FOR WHITE BOYS","NR","Comedy","2020","1h45m","80",NA
"3652","BLACK MASK","R","Action & Adventure, Art House & International",NA,"1h30m","48","50"
"3653","BLACK MASS","R","Drama","2015","","73","68"
"3654","BLACK MOON RISING","R","Action & Adventure","1986","1h40m","43","23"
"3655","BLACK NARCISSUS","NR","Classics, Drama, Faith & Spirituality","1947","1h40m","100","88"
"3656","BLACK NATIVITY","PG","Drama, Musical & Performing Arts, Faith & Spirituality","2013","1h33m","50","51"
"3657","BLACK NOVEMBER","NR","Action & Adventure, Drama, Mystery & Suspense","2015","1h36m","23","38"
"3658","BLACK OPS","NR","Action & Adventure, Horror, Science Fiction & Fantasy","2020","1h40m","67",NA
"3659","BLACK OR WHITE","PG-13","Drama","2015","2h1m","38","65"
"3660","THE BLACK ORCHID","NR","Classics, Comedy, Drama, Romance","1958","1h36m","20","59"
"3661","BLACK ORPHEUS (ORFEU NEGRO)","PG","Art House & International, Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance","1959","1h40m","90","86"
"3662","BLACK OUT","NR","Action & Adventure, Comedy","2014","1h32m","45","48"
"3663","BLACK PANTHER","PG-13","Action & Adventure, Drama, Science Fiction & Fantasy","2018","2h14m","96","79"
"3664","BLACK POND","NR","Art House & International, Comedy, Drama, Mystery & Suspense",NA,"1h23m","100","66"
"3665","BLACK ROBE","R","Action & Adventure, Art House & International, Drama, Faith & Spirituality","1991","1h41m","92","75"
"3666","BLACK ROCK","R","Drama, Mystery & Suspense","2013","1h20m","53","24"
"3667","BLACK ROSE","NR","Action & Adventure, Mystery & Suspense","2017","1h23m","22","15"
"3668","BLACK SABBATH (I TRE VOLTI DELLA PAURA) (THE THREE FACES OF FEAR) (THE THREE FACES OF TERROR)","NR","Art House & International, Horror","1963","1h25m","88","75"
"3669","BLACK SEA","R","Action & Adventure, Drama, Mystery & Suspense","2015","1h55m","80","59"
"3670","BLACK SHEEP","R","Comedy, Horror","2006","1h26m","72","53"
"3671","BLACK SITE","NR","Action & Adventure, Art House & International, Horror",NA,"1h27m","67","11"
"3672","BLACK SNAKE MOAN","R","Drama","2007","1h58m","66","69"
"3673","THE BLACK STALLION","G","Action & Adventure, Kids & Family","1979","1h58m","90","83"
"3674","BLACK SUNDAY","R","Horror","1960","1h23m","86","77"
"3675","THE BLACK SWAN","NR","Action & Adventure, Classics, Drama, Kids & Family","1942","1h25m","83","72"
"3676","BLACK SWAN","R","Drama, Mystery & Suspense","2010","1h48m","85","84"
"3677","BLACK WATER","R","Action & Adventure","2018","1h45m","0","26"
"3678","THE BLACK WATERS OF ECHO'S POND","R","Horror, Mystery & Suspense","2010","1h32m","21","18"
"3679","BLACK WHITE + GRAY: A PORTRAIT OF SAM WAGSTAFF AND ROBERT MAPPLETHORPE","PG","Documentary, Musical & Performing Arts, Special Interest, Gay & Lesbian","2007","1h10m","85","69"
"3680","BLACKBALLED: THE BOBBY DUKES STORY","NR","Comedy","2006","1h31m","53","64"
"3681","BLACKBEARD'S GHOST","G","Comedy, Kids & Family, Science Fiction & Fantasy","1968","1h46m","82","72"
"3682","BLACKBIRD","PG-13","Drama","2013","1h46m","57","77"
"3683","BLACKBIRD","R","Drama, Special Interest","2015","1h42m","40","56"
"3684","BLACKBOARD JUNGLE","NR","Classics, Drama","1955","1h41m","76","77"
"3685","BLACKFISH","PG-13","Documentary, Special Interest","2013","1h23m","98","90"
"3686","BLACKHAT","R","Action & Adventure, Drama","2015","2h14m","32","24"
"3687","BLACKKKLANSMAN","R","Comedy, Drama","2018","2h14m","96","83"
"3688","BLACKTHORN","R","Action & Adventure, Western","2011","1h38m","74","61"
"3689","BLACKWAY","R","Mystery & Suspense","2016","1h30m","20","28"
"3690","BLACKWOOD","NR","Mystery & Suspense","2013","1h30m","40","35"
"3691","BLACULA","PG","Action & Adventure, Classics, Horror","1972","1h32m","50","43"
"3692","BLADE II","R","Action & Adventure, Horror","2002","1h56m","57","68"
"3693","BLADE OF THE IMMORTAL (MUGEN NO JÛNIN)","R","Action & Adventure, Drama","2017","2h31m","86","69"
"3694","BLADE RUNNER","R","Drama, Science Fiction & Fantasy","1982","2h2m","90","91"
"3695","BLADE RUNNER (THE FINAL CUT)","R","Drama, Science Fiction & Fantasy",NA,"",NA,NA
"3696","BLADE RUNNER 2049","R","Action & Adventure, Drama, Science Fiction & Fantasy","2017","2h44m","88","81"
"3697","BLADE: TRINITY","R","Action & Adventure, Horror, Mystery & Suspense","2004","1h54m","26","59"
"3698","BLADES OF GLORY","PG-13","Comedy","2007","1h33m","70","68"
"3699","BLAIR WITCH","R","Horror","2016","1h29m","37","31"
"3700","THE BLAIR WITCH PROJECT","R","Horror","1999","1h27m","86","56"
"3701","BLAME","NR","Drama","2018","1h40m","81","68"
"3702","BLAME IT ON RIO","R","Comedy, Romance","1984","1h50m","8","39"
"3703","BLAME IT ON THE BELLBOY","PG-13","Art House & International, Comedy","1992","1h19m","19","40"
"3704","BLANCANIEVES","PG-13","Art House & International, Drama","2013","1h44m","95","84"
"3705","BLANK CITY","NR","Documentary, Musical & Performing Arts, Television","2011","1h39m","82","73"
"3706","BLANK CHECK","PG","Comedy, Kids & Family","1994","1h33m","9","34"
"3707","BLANKMAN","PG-13","Action & Adventure, Comedy","1994","1h32m","19","40"
"3708","BLAST FROM THE PAST","PG-13","Comedy, Romance","1999","1h51m","58","56"
"3709","BLAZE","R","Comedy, Drama, Romance","1989","1h58m","73","47"
"3710","BLAZE","R","Drama","2018","2h7m","95","68"
"3711","BLAZING SADDLES","R","Classics, Comedy, Western","1974","1h33m","88","91"
"3712","BLEACH","NR","Action & Adventure, Art House & International, Science Fiction & Fantasy","2018","1h48m","67","77"
"3713","BLEAK STREET (LA CALLE DE LA AMARGURA)","NR","Art House & International, Comedy, Drama","2016","1h40m","58","38"
"3714","BLEED","NR","Horror","2016","1h22m","43","32"
"3715","BLEED FOR THIS","R","Drama, Sports & Fitness","2016","1h56m","70","69"
"3716","BLEEDING HEART","NR","Drama","2015","1h20m","43","32"
"3717","BLEEDING STEEL","R","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy","2018","1h50m","22","23"
"3718","BLENDED","PG-13","Comedy","2014","1h57m","14","64"
"3719","BLESS ME, ULTIMA","PG-13","Drama","2013","1h46m","68","73"
"3720","BLESS THE CHILD","R","Drama, Horror, Mystery & Suspense","2000","1h47m","3","43"
"3721","BLESSED CHILD","NR","Documentary",NA,"1h14m","90",NA
"3722","BLESSED IS THE MATCH: THE LIFE AND DEATH OF HANNAH SENESH","NR","Documentary, Drama","2009","1h26m","68","70"
"3723","BLIND CHANCE (PRZYPADEK)","NR","Art House & International, Drama, Science Fiction & Fantasy","1989","2h2m","70","86"
"3724","BLIND","NR","Art House & International, Drama","2015","1h31m","92","74"
"3725","BLIND","R","Drama","2017","1h46m","19","42"
"3726","BLIND DATING","PG-13","Comedy, Drama","2007","1h39m","25","47"
"3727","BLIND FURY","R","Action & Adventure","1990","1h22m","54","51"
"3728","BLIND SPOT: HITLER'S SECRETARY","PG","Art House & International, Documentary, Special Interest","2002","1h30m","86","72"
"3729","BLINDED BY THE LIGHT","PG-13","Comedy, Drama","2019","1h54m","89","91"
"3730","BLINDSIGHT","PG","Action & Adventure, Documentary, Special Interest","2006","1h44m","98","83"
"3731","BLINDSPOTTING","R","Comedy, Drama","2018","1h35m","94","87"
"3732","BLING","PG","Animation, Kids & Family","2016","1h21m","33","32"
"3733","BLINK","R","Drama, Mystery & Suspense","1994","1h46m","63","45"
"3734","BLINKY BILL THE MOVIE","NR","Action & Adventure, Animation, Art House & International","2016","1h33m","73","43"
"3735","BLISS","NR","Horror","2019","1h20m","88","58"
"3736","BLITHE SPIRIT","NR","Comedy, Science Fiction & Fantasy","1945","1h36m","77","75"
"3737","BLITZ","R","Drama, Mystery & Suspense",NA,"1h33m","48","36"
"3738","BLIZZARD","G","Kids & Family","2003","1h39m","67","53"
"3739","DAVE CHAPPELLE'S BLOCK PARTY","R","Comedy, Documentary, Musical & Performing Arts","2006","1h43m","92","74"
"3740","BLOCKERS","R","Comedy","2018","1h42m","84","50"
"3741","BLONDE AMBITION","PG-13","Comedy, Drama","2007","1h33m","14","22"
"3742","BLOOD","NR","Mystery & Suspense","2013","1h35m","55","33"
"3743","BLOOD AND BLACK LACE (SEI DONNE PER L'ASSASSINO)","NR","Art House & International, Drama, Horror, Mystery & Suspense","1965","1h28m","80","76"
"3744","BLOOD AND CHOCOLATE","PG-13","Action & Adventure, Drama, Horror, Science Fiction & Fantasy","2007","1h38m","11","52"
"3745","BLOOD AND MONEY","NR","Action & Adventure, Mystery & Suspense","2020","1h29m","39","52"
"3746","BLOOD AND SAND","NR","Classics, Drama, Romance","1922","1h20m","100","61"
"3747","BLOOD AND WINE","R","Drama, Mystery & Suspense","1997","1h38m","61","35"
"3748","BLOOD BROTHER","NR","Documentary, Mystery & Suspense, Special Interest","2013","1h33m","73","88"
"3749","BLOOD BROTHER","R","Action & Adventure, Drama","2018","1h25m","17","79"
"3750","THE REUNION","PG-13","Action & Adventure, Comedy, Drama","2011","1h36m","8","33"
"3751","BLOOD DIAMOND","R","Action & Adventure, Drama, Mystery & Suspense","2006","2h18m","63","90"
"3752","BLOOD DONE SIGN MY NAME","PG-13","Drama","2010","2h8m","52","61"
"3753","BLOOD FATHER","R","Action & Adventure, Mystery & Suspense","2016","1h28m","89","63"
"3754","BLOOD FEST","NR","Comedy, Horror","2018","1h30m","50","43"
"3755","BLOOD GLACIER","NR","Art House & International, Horror","2014","1h37m","43","28"
"3756","BLOOD HONEY","NR","Horror","2018","1h35m","25","72"
"3757","BLOOD IN THE FACE","NR","Documentary, Special Interest","1991","1h17m","100","61"
"3758","BLOOD INTO WINE","NR","Comedy, Documentary, Special Interest, Sports & Fitness","2010","1h40m","71","78"
"3759","BLOOD MONEY","R","Action & Adventure, Drama, Mystery & Suspense","2017","1h25m","50","15"
"3760","THE BLOOD OF HEROES","R","Science Fiction & Fantasy","1990","1h42m","13","76"
"3761","BLOOD ON HER NAME","NR","Drama, Mystery & Suspense","2020","1h25m","96","58"
"3762","BLOOD ON THE MOUNTAIN","NR","Documentary","2016","1h33m","90","59"
"3763","BLOOD PARADISE","NR","Horror",NA,"","40",NA
"3764","BLOOD PUNCH","NR","Horror, Mystery & Suspense",NA,"1h44m","89","63"
"3765","BLOOD QUANTUM","NR","Horror",NA,"1h36m","90","43"
"3766","BLOOD RANSOM","NR","Mystery & Suspense, Science Fiction & Fantasy, Romance","2014","1h41m","20","81"
"3767","BLOOD SIMPLE","R","Drama, Mystery & Suspense","1984","1h37m","94","88"
"3768","LA NOVIA ENSANGRENTADA (THE BLOOD SPATTERED BRIDE) (BLOOD CASTLE)","R","Art House & International, Horror","1972","","100","41"
"3769","BLOOD TEA AND RED STRING","NR","Animation, Drama, Science Fiction & Fantasy, Special Interest","2006","1h9m","91","78"
"3770","BLOOD TIES","R","Drama, Mystery & Suspense","2014","2h8m","52","39"
"3771","BLOOD VESSEL","NR","Horror",NA,"1h33m","78","21"
"3772","BLOOD WORK","R","Action & Adventure, Drama, Mystery & Suspense","2002","1h51m","53","40"
"3773","BLOODLINE","R","Horror, Mystery & Suspense","2019","1h38m","53","56"
"3774","BLOODRAYNE","R","Action & Adventure, Horror, Science Fiction & Fantasy","2006","1h35m","4","17"
"3775","BLOODSHOT","PG-13","Action & Adventure, Science Fiction & Fantasy","2020","1h49m","30","78"
"3776","BLOODSPORT","R","Action & Adventure","1988","1h32m","40","74"
"3777","BLOODSUCKING BASTARDS","NR","Comedy","2015","1h27m","67","48"
"3778","BLOODWORTH","R","Drama, Romance","2011","1h45m","50","39"
"3779","BLOODY BIRTHDAY","R","Drama, Horror","1981","1h25m","67","35"
"3780","BLOODY MARIE","NR","Action & Adventure, Drama","2019","1h27m","88",NA
"3781","BLOODY NOSE, EMPTY POCKETS","NR","Documentary, Drama",NA,"1h38m","91","80"
"3782","BLOODY SUNDAY","R","Drama","2002","1h47m","92","91"
"3783","BLOSSOMS IN THE DUST","NR","Classics, Documentary, Drama","1941","1h40m","33","72"
"3784","BLOW","R","Drama","2001","2h4m","55","87"
"3785","BLOW OUT","R","Mystery & Suspense","1981","1h48m","83","82"
"3786","BLOW-UP","NR","Drama, Mystery & Suspense","1966","1h51m","88","84"
"3787","BLUE SKY","PG-13","Drama, Mystery & Suspense","1994","1h41m","79","58"
"3788","BLUE WATER, WHITE DEATH","G","Documentary","1971","1h40m","100","83"
"3789","BLUE CAPRICE","R","Drama, Mystery & Suspense, Special Interest","2013","1h33m","83","51"
"3790","BLUE CAR","R","Drama","2003","1h36m","80","65"
"3791","BLUE CHIPS","PG-13","Drama","1994","1h48m","37","51"
"3792","BLUE COLLAR","R","Drama","1978","1h54m","100","89"
"3793","BLUE COLLAR COMEDY TOUR: THE MOVIE","PG-13","Comedy, Musical & Performing Arts","2003","1h45m","92","79"
"3794","BLUE CRUSH","PG-13","Action & Adventure, Drama, Romance","2002","1h44m","61","58"
"3795","BLUE CRUSH 2","PG-13","Action & Adventure, Comedy, Drama",NA,"2h0m","20","40"
"3796","THE BLUE GARDENIA","NR","Classics, Drama, Mystery & Suspense","1953","1h30m","80","61"
"3797","BLUE HAWAII","PG","Classics, Musical & Performing Arts, Romance","1961","1h43m","29","67"
"3798","THE BLUE IGUANA","R","Action & Adventure, Comedy, Drama","1988","1h30m","0","38"
"3799","BLUE IGUANA","NR","Comedy","2018","1h48m","39","80"
"3800","BLUE IN THE FACE","R","Art House & International, Comedy","1995","1h23m","41","76"
"3801","BLUE IS THE WARMEST COLOR","NC17","Drama","2013","2h55m","89","85"
"3802","BLUE JASMINE","PG-13","Comedy","2013","1h38m","91","77"
"3803","BLUE JAY","NR","Drama","2016","1h25m","91","77"
"3804","THE BLUE LAGOON","R","Action & Adventure, Drama","1980","1h44m","8","54"
"3805","BLUE LIKE JAZZ","PG-13","Comedy, Drama","2012","1h46m","39","63"
"3806","HERE AND NOW (BLUE NIGHT)","R","Drama, Musical & Performing Arts, Romance","2018","","23","12"
"3807","BLUE NOTE RECORDS: BEYOND THE NOTES","NR","Documentary, Musical & Performing Arts",NA,"1h25m","95","76"
"3808","BLUE RUIN","R","Mystery & Suspense","2014","1h30m","96","79"
"3809","BLUE STATE","R","Art House & International, Comedy, Drama","2007","1h30m","40","34"
"3810","BLUE STORY","R","Drama","2020","1h31m","91","66"
"3811","BLUE STREAK","PG-13","Action & Adventure, Comedy","1999","1h34m","36","65"
"3812","BLUE SUNSHINE","R","Horror","1976","1h37m","80","46"
"3813","BLUE THUNDER","R","Action & Adventure, Drama","1983","1h49m","77","52"
"3814","BLUE VALENTINE","R","Drama, Romance","2010","2h0m","87","77"
"3815","BLUE VELVET","R","Drama, Mystery & Suspense","1986","2h0m","94","88"
"3816","THE BLUES BROTHERS","R","Action & Adventure, Comedy","1980","2h13m","84","92"
"3817","BLUES BROTHERS 2000","PG-13","Comedy, Musical & Performing Arts","1997","2h3m","46","37"
"3818","BLUME IN LOVE","R","Classics, Comedy","1973","1h55m","83","57"
"3819","BLUMENTHAL","NR","Comedy","2014","1h36m","56","48"
"3820","BLUMHOUSE'S TRUTH OR DARE","PG-13","Horror, Mystery & Suspense, Science Fiction & Fantasy","2018","1h40m","16","22"
"3821","BLUR: NO DISTANCE LEFT TO RUN","NR","Musical & Performing Arts, Special Interest",NA,"1h42m","93","93"
"3822","BLUSH (HONG FEN)","NR","Drama","1996","1h59m","50",NA
"3823","BMX BANDITS","PG","Action & Adventure, Comedy, Drama, Kids & Family","1983","1h32m","67","55"
"3824","BO BURNHAM: MAKE HAPPY","NR","Comedy, Musical & Performing Arts, Television",NA,"","100","88"
"3825","BOARDING GATE","R","Drama, Mystery & Suspense","2008","1h33m","32","20"
"3826","BOARDING SCHOOL","R","Horror, Mystery & Suspense","2018","1h50m","33","59"
"3827","BOAT TRIP","R","Comedy","2003","1h34m","7","36"
"3828","BOB & CAROL & TED & ALICE","R","Classics, Comedy","1969","1h45m","83","65"
"3829","BOB FUNK","R","Comedy, Romance","2009","1h48m","17","23"
"3830","BOB LAZAR: AREA 51 & FLYING SAUCERS","NR","Documentary",NA,"1h37m","20","40"
"3831","BOB LE FLAMBEUR","PG","Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",NA,"1h43m","97","90"
"3832","BOBBY G. CAN'T SWIM","R","Drama","1999","1h29m","70","64"
"3833","BOBBY DEERFIELD","PG","Drama, Romance","1977","2h4m","29","45"
"3834","BOBBY FISCHER AGAINST THE WORLD","PG","Documentary, Drama, Special Interest","2011","1h32m","88","86"
"3835","BOBBY JONES: STROKE OF GENIUS","PG","Drama","2004","2h6m","26","61"
"3836","BOCCACCIO '70","NR","Art House & International, Comedy, Science Fiction & Fantasy, Romance","1962","2h45m","50","78"
"3837","BODIED","R","Comedy, Drama","2018","2h1m","89","86"
"3838","BODY AT BRIGHTON ROCK","R","Drama, Mystery & Suspense","2019","1h27m","66","18"
"3839","BODY CAM","R","Horror, Mystery & Suspense",NA,"1h37m","44","44"
"3840","BODY DOUBLE","R","Drama, Mystery & Suspense","1984","1h49m","76","65"
"3841","BODY OF EVIDENCE","R","Drama, Mystery & Suspense","1992","1h39m","8","22"
"3842","BODY OF WAR","NR","Documentary, Special Interest","2008","1h27m","80","82"
"3843","BODY SHOTS","R","Drama","1999","1h42m","11","27"
"3844","BODY SNATCHERS","R","Horror, Mystery & Suspense, Science Fiction & Fantasy","1993","1h27m","69","38"
"3845","BODYGUARDS AND ASSASSINS (SHI YUE WEI CHENG)","R","Action & Adventure, Art House & International","2010","2h19m","57","71"
"3846","BOGUS","PG","Comedy","1996","1h50m","44","45"
"3847","BOHEMIAN RHAPSODY","PG-13","Drama","2018","2h15m","60","85"
"3848","BOKEH","NR","Drama","2017","1h32m","43","24"
"3849","BOL BACHCHAN","PG","Comedy","2012","2h30m","71","51"
"3850","BOLERO","R","Comedy, Drama","1984","1h46m","0","17"
"3851","BOLT","PG","Action & Adventure, Animation, Comedy","2008","1h36m","89","74"
"3852","BOMB CITY","NR","Action & Adventure, Drama, Mystery & Suspense","2018","1h35m","75","83"
"3853","BOMB IT","NR","Documentary, Musical & Performing Arts, Special Interest","2008","1h33m","88","81"
"3854","BOMBAY BEACH","NR","Documentary, Drama, Musical & Performing Arts, Special Interest","2011","1h20m","77","78"
"3855","BOMBS OVER BURMA","NR","Action & Adventure, Classics, Drama, Mystery & Suspense","1943","1h7m","40","50"
"3856","BOMBSHELL","R","Drama","2019","1h48m","69","84"
"3857","BOMBSHELL: THE HEDY LAMARR STORY","NR","Documentary","2017","1h30m","96","85"
"3858","BONDED BY BLOOD","NR","Drama",NA,"1h40m","9","28"
"3859","BONE","R","Classics, Comedy, Drama","1972","1h35m","71","75"
"3860","THE BONE COLLECTOR","R","Mystery & Suspense","1999","1h53m","29","63"
"3861","THE BONE SNATCHER","R","Horror","2003","1h38m","0","18"
"3862","BONE TOMAHAWK","NR","Action & Adventure, Horror, Western","2015","2h12m","90","73"
"3863","BONES","R","Action & Adventure, Drama, Horror","2001","1h36m","23","40"
"3864","BONES BRIGADE: AN AUTOBIOGRAPHY","NR","Documentary, Sports & Fitness","2012","1h51m","77","92"
"3865","THE BONFIRE OF THE VANITIES","R","Comedy","1990","2h6m","16","26"
"3866","BONGWATER","R","Comedy","1998","1h38m","17","66"
"3867","BONHOEFFER","NR","Documentary, Special Interest, Faith & Spirituality","2003","1h31m","71","79"
"3868","BONJOUR TRISTESSE","NR","Classics, Drama, Romance","1958","1h34m","86","68"
"3869","BONNEVILLE","PG","Comedy, Drama","2006","1h44m","41","43"
"3870","BONNIE AND CLYDE","R","Action & Adventure, Classics, Drama","1967","1h51m","88","88"
"3871","BONSÁI","NR","Art House & International, Documentary, Drama","2012","1h35m","84","59"
"3872","BOOGEYMAN","R","Drama, Horror, Mystery & Suspense","2005","1h26m","13","21"
"3873","BOOGIE MAN: THE LEE ATWATER STORY","NR","Documentary, Special Interest","2008","1h26m","93","79"
"3874","BOOGIE NIGHTS","R","Comedy, Drama","1997","2h32m","93","89"
"3875","BOOGIE WOOGIE","R","Comedy, Drama","2010","1h30m","33","22"
"3876","BOOK CLUB","PG-13","Comedy","2018","1h44m","54","51"
"3877","THE BOOK OF LIFE","NR","Art House & International, Comedy","1998","1h3m","89","71"
"3878","BOOK OF MONSTERS","NR","Art House & International, Comedy, Horror",NA,"1h24m","75","42"
"3879","BOOK OF SHADOWS - BLAIR WITCH 2","R","Horror","2000","1h30m","14","18"
"3880","BOOKER'S PLACE: A MISSISSIPPI STORY","NR","Documentary, Special Interest, Television","2012","1h30m","100","85"
"3881","BOOKIES","R","Comedy, Drama","2004","1h28m","67","50"
"3882","BOOKSMART","R","Comedy","2019","1h42m","96","77"
"3883","BOOKWARS","PG-13","Comedy, Documentary, Special Interest","2000","1h19m","80",NA
"3884","THE BOONDOCK SAINTS","R","Action & Adventure, Comedy, Drama, Mystery & Suspense","1999","1h50m","28","91"
"3885","THE BOONDOCK SAINTS II: ALL SAINTS DAY","R","Action & Adventure, Drama","2009","1h55m","23","58"
"3886","THE BOOST","R","Drama, Romance","1988","1h35m","40","51"
"3887","BOOTMEN","R","Comedy, Drama, Musical & Performing Arts","2000","1h32m","35","68"
"3888","BOOTY CALL","R","Comedy","1997","1h19m","25","59"
"3889","BOPHA!","PG-13","Drama","1993","2h1m","82","64"
"3890","BORAT: CULTURAL LEARNINGS OF AMERICA FOR MAKE BENEFIT GLORIOUS NATION OF KAZAKHSTAN","R","Comedy","2006","1h24m","91","79"
"3891","BORDER (GRÄNS)","R","Art House & International, Mystery & Suspense, Science Fiction & Fantasy, Romance","2018","1h48m","97","76"
"3892","BORDER INCIDENT","NR","Action & Adventure, Classics, Drama, Mystery & Suspense","1949","1h32m","67","59"
"3893","BORG VS. MCENROE","R","Drama","2018","1h48m","84","74"
"3894","BORGMAN","R","Drama, Mystery & Suspense","2014","1h53m","87","69"
"3895","BORICUA'S BOND","R","Drama","2000","1h45m","11","48"
"3896","BORN FREE","PG","Action & Adventure, Drama, Kids & Family","1966","1h35m","94","86"
"3897","BORN IN FLAMES","R","Comedy, Drama, Science Fiction & Fantasy, Gay & Lesbian","1983","1h40m","80","58"
"3898","BORN INTO BROTHELS","R","Documentary, Musical & Performing Arts, Special Interest","2004","1h25m","95","91"
"3899","BORN LOSERS","PG","Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense","1967","1h52m","60","63"
"3900","BORN ON THE FOURTH OF JULY","R","Drama","1989","2h24m","85","76"
"3901","BORN ROMANTIC","R","Art House & International, Comedy, Drama","2001","1h37m","58","55"
"3902","BORN TO BE BLUE","R","Art House & International, Drama, Musical & Performing Arts","2016","1h37m","88","73"
"3903","BORN TO BE WILD","G","Documentary","2011","0h40m","98","84"
"3904","BORN TO DANCE","NR","Action & Adventure, Art House & International, Drama",NA,"1h36m","83","52"
"3905","BORN TO FLY","NR","Documentary, Special Interest","2014","1h22m","92","69"
"3906","BORN TO WIN","R","Classics, Comedy, Drama","1971","1h30m","29","32"
"3907","THE BORROWER","R","Action & Adventure, Drama, Horror, Science Fiction & Fantasy",NA,"1h37m","30","16"
"3908","BOSS","NR","Action & Adventure, Comedy, Drama","2013","2h23m","0","50"
"3909","BOSTON","NR","Documentary, Sports & Fitness","2017","2h3m","100","67"
"3910","THE BOSTONIANS","R","Drama, Romance","1984","2h2m","83","35"
"3911","BOTTLE ROCKET","R","Comedy, Drama","1996","1h31m","85","80"
"3912","BOTTLE SHOCK","PG-13","Comedy, Drama","2008","1h50m","48","58"
"3913","BOTTLED UP","R","Drama","2014","1h24m","33","40"
"3914","BOTTOM OF THE 9TH","R","Drama","2019","1h51m","69","69"
"3915","BOULEVARD","R","Drama, Special Interest","2015","1h28m","52","30"
"3916","BOUNCE","PG-13","Drama, Romance","2000","1h46m","52","32"
"3917","BOUND","R","Drama, Mystery & Suspense","1996","1h48m","89","82"
"3918","BOUND BY FLESH","NR","Documentary, Special Interest","2014","1h30m","94","54"
"3919","BOUND TO VENGEANCE","NR","Horror","2015","1h20m","20","33"
"3920","BOUNTY KILLER","R","Action & Adventure, Drama, Mystery & Suspense","2013","1h33m","59","45"
"3921","THE BOURNE IDENTITY","PG-13","Action & Adventure, Mystery & Suspense","2002","1h53m","83","93"
"3922","THE BOURNE SUPREMACY","PG-13","Action & Adventure, Drama, Mystery & Suspense","2004","1h48m","82","90"
"3923","THE BOURNE ULTIMATUM","PG-13","Action & Adventure, Drama, Mystery & Suspense","2007","1h55m","92","91"
