"","movie_name","rating","types","year","duration","audience_rating","expert_rating"
"9124","KUNG FU PANDA","PG","Action & Adventure, Animation, Kids & Family","2008","1h31m","87","83"
"9125","KUNG FU PANDA 3","PG","Animation","2016","1h35m","87","78"
"9126","KUNG FU PANDA 2","PG","Action & Adventure, Animation, Comedy, Kids & Family","2011","1h30m","81","74"
"9127","KUNG-FU YOGA","NR","Action & Adventure, Comedy","2017","1h47m",NA,"24"
"9128","KUNG POW! ENTER THE FIST","PG-13","Action & Adventure, Comedy",NA,"1h21m","13","69"
"9129","KURT & COURTNEY","R","Documentary, Musical & Performing Arts, Special Interest","1998","1h40m","62","44"
"9130","KURT COBAIN: ABOUT A SON","NR","Documentary, Musical & Performing Arts","2007","1h37m","74","78"
"9131","KURT COBAIN: MONTAGE OF HECK","NR","Documentary","2015","2h12m","97","81"
"9132","KAIDAN (KWAIDAN) (GHOST STORIES)","NR","Art House & International, Drama, Horror, Science Fiction & Fantasy, Special Interest, Romance","1964","2h44m","90","90"
"9133","KWIK STOP","NR","Comedy, Drama, Romance","2001","1h51m","100","60"
"9134","KYUN...! HO GAYA NA","NR","Art House & International, Comedy, Drama","2004","2h52m","80","51"
"9135","THE CONFESSION","NR","Art House & International, Drama, Mystery & Suspense","1970","2h20m","100","85"
"9136","L'ICEBERG","NR","Art House & International, Comedy","2005","1h24m","69","66"
"9137","THE DOUBLE HOUR","NR","Art House & International, Drama, Mystery & Suspense","2011","1h35m","82","68"
"9138","LA BAMBA","PG-13","Drama, Musical & Performing Arts","1987","1h48m","91","78"
"9139","LA BELLE ENDORMIE (THE SLEEPING BEAUTY)","NR","Art House & International, Drama","2011","1h22m","74",NA
"9140","LA BELLE NOISEUSE","NR","Art House & International, Drama","1991","2h5m","100","83"
"9141","LA BÊTE HUMAINE (JUDAS WAS A WOMAN)(THE HUMAN BEAST)","NR","Art House & International, Drama","1938","1h40m","93","82"
"9142","LA CAGE AUX FOLLES","R","Art House & International, Comedy","1979","1h31m","95","85"
"9143","LA CAGE AUX FOLLES II","R","Art House & International, Comedy","1981","1h41m","60","54"
"9144","LA CARA OCULTA","R","Art House & International, Mystery & Suspense","2012","1h43m","80","72"
"9145","THE BLUE ROOM (LA CHAMBRE BLEUE)","R","Drama, Mystery & Suspense","2014","1h15m","90","51"
"9146","LA CHÈVRE (THE GOAT) (KNOCK ON WOOD)","R","Action & Adventure, Art House & International, Comedy","1981","1h33m","50","83"
"9147","LA CHINOISE","NR","Art House & International, Comedy, Drama","1968","1h30m","95","73"
"9148","LA CIENAGA","R","Art House & International, Comedy, Drama","2001","1h40m","88","80"
"9149","L.A. CONFIDENTIAL","R","Drama, Mystery & Suspense","1997","2h16m","99","94"
"9150","THE LADY IN THE CAR WITH GLASSES AND A GUN (LA DAME DANS L'AUTO AVEC UN FUSIL ET DES LUNETTES)","NR","Art House & International, Mystery & Suspense","2015","1h33m","80","47"
"9151","LA DÉLICATESSE (DELICACY)","PG-13","Art House & International, Comedy, Drama, Romance","2012","1h49m","62","57"
"9152","LA FÉE (THE FAIRY)","NR","Art House & International, Comedy, Drama","2012","1h34m","90","56"
"9153","LA FEMME NIKITA (NIKITA)","R","Action & Adventure, Art House & International, Drama, Mystery & Suspense, Romance","1990","1h57m","88","84"
"9154","LA FRANCE","NR","Drama","2008","1h42m","94","47"
"9155","LA GRANDE ILLUSION (GRAND ILLUSION)","NR","Art House & International, Classics, Drama","1938","1h57m","97","92"
"9156","LA HAINE","R","Art House & International, Drama","1996","1h37m","100","95"
"9157","LA LA LAND","PG-13","Comedy, Drama, Musical & Performing Arts","2016","2h8m","91","81"
"9158","THE LEGEND OF THE CHUPACABRAS (LA LEYENDA DEL CHUPACABRAS)","PG","Action & Adventure, Animation, Horror, Kids & Family","2016","1h21m","25","25"
"9159","LA MAISON DE LA RADIO","NR","Documentary, Special Interest","2013","1h39m","62","33"
"9160","LA MUJER DE MI HERMANO","R","Art House & International, Drama, Special Interest","2006","1h29m","20","59"
"9161","LA NOUVELLE GUERRE DES BOUTONS (WAR OF THE BUTTONS)","PG-13","Action & Adventure, Art House & International","2012","1h39m","25","42"
"9162","LA PETITE LILI","R","Art House & International, Drama, Romance","2004","1h44m","66","48"
"9163","LA PRINCESSE DE MONTPENSIER (THE PRINCESS OF MONTPENSIER)","NR","Action & Adventure, Art House & International, Drama","2011","2h19m","85","54"
"9164","LA PROMESSE (THE PROMISE)","NR","Art House & International, Drama","1996","1h34m","95","91"
"9165","LA RELIGIEUSE (THE NUN)","NR","Drama",NA,"1h51m","64","59"
"9166","LA SAPIENZA","NR","Drama","2015","1h37m","88","50"
"9167","LA SCORTA","NR","Art House & International, Drama, Mystery & Suspense","1994","1h35m","57","43"
"9168","LA SIERRA","NR","Art House & International, Documentary, Drama, Special Interest","2005","1h35m","100","92"
"9169","L.A. SLASHER","R","Comedy, Science Fiction & Fantasy","2015","1h26m","0","31"
"9170","L.A. STORY","PG-13","Comedy","1991","1h35m","94","75"
"9171","LA TERRA TREMA","NR","Art House & International, Drama","1948","2h40m","90","87"
"9172","LA TÊTE EN FRICHE (MY AFTERNOONS WITH MARGUERITTE)","R","Art House & International, Comedy, Drama","2011","1h22m","85","79"
"9173","LA VIE EN ROSE (LA MOME)","PG-13","Art House & International, Drama","2007","2h20m","74","84"
"9174","LABOR DAY","PG-13","Drama, Romance","2014","1h51m","35","54"
"9175","LABYRINTH","PG","Action & Adventure, Cult Movies, Kids & Family, Science Fiction & Fantasy","1986","1h41m","72","86"
"9176","LADDER 49","PG-13","Action & Adventure, Drama","2004","1h54m","41","81"
"9177","LADIES AND GENTLEMEN: THE FABULOUS STAINS","R","Art House & International, Comedy, Drama, Musical & Performing Arts","1981","1h27m","64","65"
"9178","LADIES IN BLACK","PG","Art House & International, Comedy, Drama",NA,"1h49m","88","72"
"9179","LADIES IN LAVENDER","PG-13","Comedy, Drama","2005","1h43m","64","66"
"9180","LADRÓN QUE ROBA A LADRÓN","PG-13","Action & Adventure, Drama","2007","1h38m","66","73"
"9181","LADY AND THE TRAMP","G","Animation, Drama, Kids & Family","1955","1h15m","93","80"
"9182","LADY AND THE TRAMP II: SCAMP'S ADVENTURE","G","Animation, Kids & Family","2000","1h9m","45","50"
"9183","LADY BIRD","R","Comedy, Drama","2017","1h34m","99","79"
"9184","THE LADY EVE","NR","Classics, Comedy, Romance","1941","1h37m","100","87"
"9185","LADY IN A CAGE","NR","Classics, Drama, Mystery & Suspense","1964","1h33m","20","65"
"9186","LADY IN THE LAKE","NR","Classics, Drama, Mystery & Suspense",NA,"1h43m","60","51"
"9187","LADY IN THE WATER","PG-13","Drama, Mystery & Suspense, Science Fiction & Fantasy","2006","1h50m","25","49"
"9188","LADY IN WHITE","PG-13","Horror, Mystery & Suspense","1988","1h53m","69","69"
"9189","LADY J (MADEMOISELLE DE JONCQUIÈRES)","NR","Drama",NA,"1h49m","83","68"
"9190","LADY JANE","PG-13","Drama","1986","2h22m","56","76"
"9191","LADY L","NR","Comedy","1965","1h47m","29","31"
"9192","LADY MACBETH","R","Art House & International, Drama","2017","1h29m","88","71"
"9193","LADY ON A TRAIN","NR","Classics, Comedy, Drama, Mystery & Suspense","1945","1h36m","71","72"
"9194","LADY SNOWBLOOD (SHURAYUKIHIME)","R","Art House & International, Drama, Mystery & Suspense","2005","1h37m","100","85"
"9195","LADYBUGS","PG-13","Comedy, Kids & Family","1992","1h30m","12","42"
"9196","LADYHAWKE","PG-13","Action & Adventure, Kids & Family, Science Fiction & Fantasy, Romance","1985","2h4m","67","74"
"9197","THE LADYKILLERS","R","Comedy, Drama","2004","1h44m","54","43"
"9198","LADYWORLD","NR","Drama, Mystery & Suspense","2019","1h33m","52","29"
"9199","LAGAAN: ONCE UPON A TIME IN INDIA","PG","Art House & International, Comedy, Drama, Musical & Performing Arts","2001","3h43m","95","93"
"9200","LAGERFELD CONFIDENTIAL","NR","Documentary, Special Interest","2007","1h28m","43","54"
"9201","LAGGIES","R","Drama","2014","1h40m","65","50"
"9202","THE LAIR OF THE WHITE WORM","R","Art House & International, Horror","1988","1h33m","67","47"
"9203","LAKE CITY","R","Drama, Mystery & Suspense","2008","1h32m","12","34"
"9204","THE LAKE HOUSE","PG","Drama, Romance","2006","1h39m","35","73"
"9205","LAKE MICHIGAN MONSTER","NR","Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",NA,"1h18m","84",NA
"9206","LAKE OF FIRE","NR","Documentary, Special Interest","2007","2h32m","94","91"
"9207","LAKE PLACID","R","Action & Adventure, Comedy, Horror, Mystery & Suspense",NA,"1h22m","47","37"
"9208","LAKE TAHOE","NR","Art House & International, Comedy, Drama","2008","1h25m","84","63"
"9209","LAKEBOAT","R","Art House & International, Comedy, Drama","2000","1h38m","83","61"
"9210","LAMB","R","Drama","2016","1h37m","82","54"
"9211","LAMB OF GOD'S AS THE PALACES BURN","NR","Documentary, Musical & Performing Arts, Special Interest","2014","2h0m","81","88"
"9212","LAMBERT & STAMP","R","Documentary, Special Interest","2015","1h57m","89","52"
"9213","LAND HO!","R","Action & Adventure, Comedy","2014","1h34m","82","54"
"9214","LAND OF MINE (UNDER SANDET)","R","Art House & International, Drama","2017","1h40m","92","88"
"9215","LAND OF SILENCE AND DARKNESS (LAND DES SCHWEIGENS UND DER DUNKELHEIT)","NR","Art House & International, Documentary, Special Interest","1973","1h21m","83","89"
"9216","LAND OF THE DEAD","R","Action & Adventure, Drama, Horror, Mystery & Suspense","2005","1h33m","74","51"
"9217","LAND OF THE PHARAOHS","NR","Action & Adventure, Classics, Drama","1955","1h46m","78","43"
"9218","LANDLINE","R","Comedy","2017","1h33m","74","64"
"9219","LANSDOWN","NR","Action & Adventure, Comedy, Drama, Mystery & Suspense","2002","1h18m","38",NA
"9220","LANSKY","R","Drama, Mystery & Suspense","1998","1h57m","40","12"
"9221","LANTANA","R","Drama, Mystery & Suspense","2002","2h1m","90","82"
"9222","LARA CROFT - TOMB RAIDER","PG-13","Action & Adventure, Science Fiction & Fantasy","2001","1h40m","20","47"
"9223","LARA CROFT TOMB RAIDER - THE CRADLE OF LIFE","PG-13","Action & Adventure, Science Fiction & Fantasy","2003","1h58m","24","44"
"9224","THE LARAMIE PROJECT","R","Drama","2002","1h35m","92","80"
"9225","L'ARGENT","NR","Art House & International, Drama, Mystery & Suspense","1983","1h24m","97","82"
"9226","LARGER THAN LIFE","PG","Comedy, Kids & Family","1996","1h33m","11","29"
"9227","HEARTBREAKER (L'ARNACOEUR)","PG","Art House & International, Comedy, Romance","2010","1h45m","68","66"
"9228","LARRY CROWNE","PG-13","Comedy, Drama","2011","1h38m","37","41"
"9229","LARRY THE CABLE GUY: HEALTH INSPECTOR","PG-13","Comedy","2006","1h29m","5","52"
"9230","LASSIE","PG","Action & Adventure, Kids & Family","2006","1h40m","93","64"
"9231","LASSIE COME HOME","G","Action & Adventure, Classics, Drama, Kids & Family","1943","1h28m","94","75"
"9232","LASSITER","R","Action & Adventure, Drama, Mystery & Suspense","1984","1h40m","71","31"
"9233","LASSO","NR","Horror",NA,"1h37m","67","70"
"9234","LAST ACTION HERO","PG-13","Action & Adventure, Comedy, Science Fiction & Fantasy","1993","2h11m","38","47"
"9235","THE LAST AIRBENDER","PG","Action & Adventure, Kids & Family, Science Fiction & Fantasy","2010","1h43m","5","30"
"9236","THE LAST BOY SCOUT","R","Action & Adventure, Drama","1991","1h41m","47","68"
"9237","LAST CALL AT THE OASIS","PG-13","Documentary","2012","1h45m","81","88"
"9238","THE LAST CASTLE","R","Action & Adventure, Drama, Mystery & Suspense","2001","2h11m","52","74"
"9239","LAST CHANCE HARVEY","PG-13","Drama, Romance","2009","1h32m","71","53"
"9240","LAST DAY OF SUMMER","R","Comedy, Drama","2010","1h45m","17","23"
"9241","LAST DAYS","R","Drama, Musical & Performing Arts","2005","1h36m","58","50"
"9242","LAST DAYS HERE","NR","Documentary, Musical & Performing Arts, Special Interest","2012","1h31m","86","90"
"9243","LAST DAYS IN THE DESERT","PG-13","Action & Adventure, Drama","2016","1h39m","76","45"
"9244","LAST DAYS IN VIETNAM","NR","Documentary, Special Interest","2014","1h38m","95","84"
"9245","LAST DAYS OF DISCO","R","Art House & International, Comedy, Drama, Romance","1998","1h53m","73","66"
"9246","THE LAST DETAIL","R","Classics, Comedy, Drama","1973","1h45m","89","87"
"9247","THE LAST EMPEROR","PG-13","Classics, Drama","1987","2h42m","89","88"
"9248","THE LAST EXORCISM","PG-13","Horror, Mystery & Suspense","2010","1h30m","72","35"
"9249","LAST FLAG FLYING","R","Comedy, Drama","2017","2h4m","78","71"
"9250","THE LAST FLIGHT OF NOAH'S ARK","G","Action & Adventure, Kids & Family","1980","1h37m","40","41"
"9251","LAST HIJACK","NR","Animation, Documentary, Special Interest","2014","1h25m","94","57"
"9252","LAST HOLIDAY","NR","Classics, Comedy, Drama","1950","1h29m","100","79"
"9253","LAST HOLIDAY","PG-13","Action & Adventure, Comedy, Drama","2006","1h52m","56","67"
"9254","THE LAST HOUSE ON THE LEFT","R","Classics, Cult Movies, Horror","1972","1h31m","62","44"
"9255","THE LAST HURRAH","NR","Classics, Documentary, Drama","1958","2h1m","86","82"
"9256","THE LAST KING OF SCOTLAND","R","Drama","2006","2h1m","87","89"
"9257","THE LAST KISS","R","Comedy, Drama, Romance","2006","1h44m","46","59"
"9258","LAST KNIGHTS","R","Action & Adventure","2015","1h55m","16","46"
"9259","THE LAST LEGION","PG-13","Action & Adventure, Classics, Drama","2007","1h42m","15","34"
"9260","LAST LOVE","NR","Comedy, Drama","2013","1h56m","31","53"
"9261","LAST MAN STANDING","R","Action & Adventure, Drama, Mystery & Suspense","1996","1h40m","37","51"
"9262","LAST MEN IN ALEPPO","NR","Art House & International, Documentary",NA,"1h44m","97","75"
"9263","THE LAST MOGUL (LIFE AND TIMES OF LEW WASSERMAN)","PG-13","Documentary, Television","2005","1h43m","81","55"
"9264","THE LAST NEW YORKER","NR","Drama","2010","1h30m","36","17"
"9265","THE LAST OF SHEILA","PG","Action & Adventure, Classics, Drama, Mystery & Suspense","1973","2h0m","86","85"
"9266","LAST OF THE RED HOT LOVERS","PG","Comedy","1972","1h40m","33","81"
"9267","LAST OUNCE OF COURAGE","PG","Drama","2012","1h41m","0","69"
"9268","LAST PASSENGER","R","Action & Adventure, Mystery & Suspense",NA,"1h32m","85","58"
"9269","THE LAST PICTURE SHOW","R","Classics, Drama","1971","1h58m","100","90"
"9270","LAST RAMPAGE","R","Drama","2017","1h33m","64","49"
"9271","THE LAST SAMURAI","R","Action & Adventure, Drama","2003","2h34m","66","83"
"9272","LAST SHIFT","R","Horror, Mystery & Suspense","2015","1h30m","100","51"
"9273","THE LAST SIN EATER","PG-13","Drama","2007","1h58m","21","72"
"9274","THE LAST STAND","R","Action & Adventure, Mystery & Suspense","2013","1h46m","61","53"
"9275","THE LAST STATION","R","Drama","2010","1h50m","71","67"
"9276","LAST SUMMER IN THE HAMPTONS","R","Art House & International, Comedy, Drama","1995","1h45m","64","47"
"9277","LAST TANGO IN PARIS","R","Art House & International, Drama, Romance","1972","2h10m","83","76"
"9278","THE LAST TEMPTATION OF CHRIST","R","Drama","1988","2h44m","81","84"
"9279","THE LAST TIME I SAW PARIS","NR","Classics, Drama, Romance","1954","1h56m","88","49"
"9280","LAST TRAIN FROM GUN HILL","G","Classics, Western",NA,"1h34m","83","80"
"9281","LAST TRAIN HOME","PG","Art House & International, Documentary, Special Interest","2010","1h25m","100","87"
"9282","THE LAST TYCOON","PG","Drama, Romance","1976","2h2m","43","40"
"9283","THE LAST UNICORN","G","Animation, Kids & Family, Science Fiction & Fantasy","1982","1h24m","71","86"
"9284","LAST VEGAS","PG-13","Comedy","2013","1h44m","46","59"
"9285","THE LAST VOYAGE","NR","Action & Adventure, Classics, Drama","1960","1h31m","60","60"
"9286","THE LAST WAVE","PG","Art House & International, Drama, Mystery & Suspense","1977","1h45m","81","79"
"9287","LAST WEEKEND","NR","Comedy","2014","1h34m","38","35"
"9288","THE LAST WINTER","R","Horror, Mystery & Suspense","2007","1h47m","76","34"
"9289","LAST YEAR AT MARIENBAD (L'ANNÉE DERNIÈRE À MARIENBAD)","NR","Science Fiction & Fantasy, Special Interest","1961","1h33m","94","85"
"9290","L'ATALANTE","NR","Art House & International, Classics, Drama, Romance","1934","1h29m","100","89"
"9291","LATE BLOOMERS","NR","Comedy, Romance","1997","1h45m","20","54"
"9292","LATE FOR DINNER","PG","Comedy, Drama, Science Fiction & Fantasy","1991","1h33m","58","66"
"9293","LATE MARRIAGE","NR","Art House & International, Comedy, Drama","2002","1h42m","88","79"
"9294","LATE PHASES","NR","Drama, Mystery & Suspense","2014","1h35m","63","44"
"9295","THE LATE SHOW","PG","Comedy, Drama, Mystery & Suspense","1977","1h34m","95","79"
"9296","LATTER DAYS","R","Comedy, Drama, Romance, Gay & Lesbian","2004","1h47m","46","79"
"9297","LAUGH KILLER LAUGH","NR","Mystery & Suspense","2015","1h40m","33","29"
"9298","LAURA SMILES","R","Drama","2006","1h38m","47","54"
"9299","LAUREL CANYON","R","Art House & International, Drama","2003","1h41m","68","52"
"9300","LAURENCE ANYWAYS","NR","Drama","2013","2h39m","84","79"
"9301","LAVENDER","NR","Drama, Mystery & Suspense","2017","1h33m","36","27"
"9302","THE LAVENDER HILL MOB","NR","Classics, Comedy, Drama","1951","1h18m","100","87"
"9303","L'AVVENTURA","NR","Art House & International, Classics, Drama, Mystery & Suspense","1960","2h25m","94","88"
"9304","LAW ABIDING CITIZEN","R","Drama, Mystery & Suspense","2009","1h48m","26","75"
"9305","LAW OF DESIRE","NC17","Art House & International, Comedy, Drama, Mystery & Suspense, Romance","1987","1h40m","100","82"
"9306","LAWLESS","R","Drama","2012","1h55m","66","74"
"9307","LAWLESS HEART","R","Comedy, Drama","2002","1h50m","87","58"
"9308","LAWMAN","R","Action & Adventure, Classics, Western","1971","1h38m","63","61"
"9309","THE LAWNMOWER MAN","R","Horror, Mystery & Suspense, Science Fiction & Fantasy","1992","1h48m","34","31"
"9310","LAWNMOWER MAN 2 - JOBE'S WAR (LAWNMOWER MAN 2: BEYOND CYBERSPACE)","PG-13","Mystery & Suspense, Science Fiction & Fantasy","1996","1h33m","11","12"
"9311","LAWRENCE OF ARABIA","PG","Action & Adventure, Classics, Drama","1962","3h36m","98","93"
"9312","LAWS OF ATTRACTION","PG-13","Comedy, Romance","2004","1h29m","18","47"
"9313","LAY THE FAVORITE","R","Comedy, Drama","2012","1h34m","18","19"
"9314","LAYER CAKE","R","Action & Adventure, Drama, Mystery & Suspense","2005","1h45m","80","84"
"9315","THE LAZARUS PROJECT","PG-13","Drama, Mystery & Suspense, Science Fiction & Fantasy","2008","1h40m","60","45"
"9316","LAZER TEAM","PG-13","Comedy, Science Fiction & Fantasy","2016","1h42m","60","69"
"9317","LAZY EYE","NR","Comedy","2016","1h30m","67","42"
"9318","LAZY SUSAN","NR","Comedy","2020","1h30m","10","47"
"9319","LBJ","R","Drama","2017","1h38m","58","54"
"9320","CHANGE OF PLANS (LE CODE A CHANGÉ)","NR","Art House & International, Comedy","2010","1h40m","50","33"
"9321","THE DECLINE OF THE AMERICAN EMPIRE (LE DÉCLIN DE L'EMPIRE AMÉRICAIN)","R","Art House & International, Comedy, Drama","1986","1h40m","86","82"
